# assembly_accession	refseq_category	taxid	organism_name	infraspecific_name	assembly_level	seq_rel_date	ftp_path	strain_name	assembly_level_int	refseq_category_int
GCF_000979665.1	na	2209	Methanosarcina mazei	3.F.T.2.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/665/GCF_000979665.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.T.2.1	2	0
GCF_000979655.1	na	2209	Methanosarcina mazei	3.H.A.1A.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/655/GCF_000979655.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.A.1A.1	2	0
GCF_000979675.1	na	2209	Methanosarcina mazei	3.H.A.1A.2	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/675/GCF_000979675.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.A.1A.2	2	0
GCF_000979015.1	na	2209	Methanosarcina mazei	3.H.A.2.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/015/GCF_000979015.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.A.2.1	2	0
GCF_000979685.1	na	2209	Methanosarcina mazei	3.H.A.2.4	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/685/GCF_000979685.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.A.2.4	2	0
GCF_000979735.1	na	2209	Methanosarcina mazei	3.H.A.2.5	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/735/GCF_000979735.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.A.2.5	2	0
GCF_000979025.1	na	2209	Methanosarcina mazei	3.H.A.2.6	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/025/GCF_000979025.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.A.2.6	2	0
GCF_000979745.1	na	2209	Methanosarcina mazei	3.H.A.2.8	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/745/GCF_000979745.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.A.2.8	2	0
GCF_000979755.1	na	2209	Methanosarcina mazei	3.H.M.1A.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/755/GCF_000979755.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.M.1A.1	2	0
GCF_000979035.1	na	2209	Methanosarcina mazei	3.H.M.1B.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/035/GCF_000979035.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.M.1B.1	2	0
GCF_000979765.1	na	2209	Methanosarcina mazei	3.H.M.1B.2	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/765/GCF_000979765.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.M.1B.2	2	0
GCF_000979045.1	na	2209	Methanosarcina mazei	3.H.M.1B.5	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/045/GCF_000979045.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.M.1B.5	2	0
GCF_000979095.1	na	2209	Methanosarcina mazei	3.H.M.2.7	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/095/GCF_000979095.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.M.2.7	2	0
GCF_000979815.1	na	2209	Methanosarcina mazei	3.H.T.1A.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/815/GCF_000979815.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.T.1A.1	2	0
GCF_000979825.1	na	2209	Methanosarcina mazei	3.H.T.1A.2	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/825/GCF_000979825.1_gtlEnvA5udCFS	Methanosarcina mazei 3.H.T.1A.2	2	0
GCF_000970245.1	na	1434113	Methanosarcina mazei C16	C16	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/245/GCF_000970245.1_ASM97024v1	Methanosarcina mazei C16	4	0
GCF_000007065.1	na	192952	Methanosarcina mazei Go1	Go1	Complete Genome	2002/05/20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/065/GCF_000007065.1_ASM706v1	Methanosarcina mazei Go1	4	0
GCF_000970225.1	na	1434114	Methanosarcina mazei LYC	LYC	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/225/GCF_000970225.1_ASM97022v1	Methanosarcina mazei LYC	4	0
GCF_000970205.1	representative genome	213585	Methanosarcina mazei S-6	S-6	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/205/GCF_000970205.1_ASM97020v1	Methanosarcina mazei S-6	4	1
GCF_000970185.1	na	1434115	Methanosarcina mazei SarPi	SarPi	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/185/GCF_000970185.1_ASM97018v1	Methanosarcina mazei SarPi	4	0
GCF_000970165.1	na	1434117	Methanosarcina mazei WWM610	WWM610	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/165/GCF_000970165.1_ASM97016v1	Methanosarcina mazei WWM610	4	0
GCF_000970145.1	na	1434118	Methanosarcina siciliae C2J	C2J	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/145/GCF_000970145.1_ASM97014v1	Methanosarcina siciliae C2J	4	0
GCF_000970085.1	representative genome	1434120	Methanosarcina siciliae T4/M	T4/M	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/085/GCF_000970085.1_ASM97008v1	Methanosarcina siciliae T4/M	4	1
GCF_000744315.1	na	1036677	Methanosarcina soligelidi	SMA-21	Contig	2014/08/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/315/GCF_000744315.1_ASM74431v1	Methanosarcina soligelidi SMA-21	1	0
GCF_000979975.1	na	1483601	Methanosarcina sp. 1.H.A.2.2	1.H.A.2.2	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/975/GCF_000979975.1_gtlEnvA5udCFS	Methanosarcina sp. 1.H.A.2.2	2	0
GCF_000979295.1	na	1483602	Methanosarcina sp. 1.H.T.1A.1	1.H.T.1A.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/295/GCF_000979295.1_gtlEnvA5udCFS	Methanosarcina sp. 1.H.T.1A.1	2	0
GCF_000979385.1	na	1483600	Methanosarcina sp. 2.H.A.1B.4	2.H.A.1B.4	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/385/GCF_000979385.1_gtlEnvA5udCFS	Methanosarcina sp. 2.H.A.1B.4	2	0
GCF_000979415.1	na	1483596	Methanosarcina sp. 2.H.T.1A.15	2.H.T.1A.15	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/415/GCF_000979415.1_gtlEnvA5udCFS	Methanosarcina sp. 2.H.T.1A.15	2	0
GCF_000979425.1	na	1483597	Methanosarcina sp. 2.H.T.1A.3	2.H.T.1A.3	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/425/GCF_000979425.1_gtlEnvA5udCFS	Methanosarcina sp. 2.H.T.1A.3	2	0
GCF_000979455.1	na	1483599	Methanosarcina sp. 2.H.T.1A.6	2.H.T.1A.6	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/455/GCF_000979455.1_gtlEnvA5udCFS	Methanosarcina sp. 2.H.T.1A.6	2	0
GCF_000979475.1	na	1483598	Methanosarcina sp. 2.H.T.1A.8	2.H.T.1A.8	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/475/GCF_000979475.1_gtlEnvA5udCFS	Methanosarcina sp. 2.H.T.1A.8	2	0
GCF_001729375.1	na	1860098	Methanosarcina sp. A14	A14	Contig	2016/09/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/375/GCF_001729375.1_ASM172937v1	Methanosarcina sp. A14	1	0
GCF_000969945.1	na	1434099	Methanosarcina sp. Kolksee	Kolksee	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/945/GCF_000969945.1_ASM96994v1	Methanosarcina sp. Kolksee	4	0
GCF_000970045.1	na	1434100	Methanosarcina sp. MTP4	MTP4	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/045/GCF_000970045.1_ASM97004v1	Methanosarcina sp. MTP4	4	0
GCF_000970005.1	na	1434102	Methanosarcina sp. WH1	WH1	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/005/GCF_000970005.1_ASM97000v1	Methanosarcina sp. WH1	4	0
GCF_000969965.1	na	1434103	Methanosarcina sp. WWM596	WWM596	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/965/GCF_000969965.1_ASM96996v1	Methanosarcina sp. WWM596	4	0
GCF_002287235.1	na	1036679	Methanosarcina spelaei	MC-15	Contig	2017/09/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/235/GCF_002287235.1_ASM228723v1	Methanosarcina spelaei MC-15	1	0
GCF_000969885.1	representative genome	523844	Methanosarcina thermophila TM-1	TM-1	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/885/GCF_000969885.1_ASM96988v1	Methanosarcina thermophila TM-1	4	1
GCF_000969905.1	representative genome	1434123	Methanosarcina vacuolata Z-761	Z-761	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/905/GCF_000969905.1_ASM96990v1	Methanosarcina vacuolata Z-761	4	1
GCF_002287195.1	na	1077256	Methanosphaera cuniculi	1R-7	Contig	2017/09/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/195/GCF_002287195.1_ASM228719v1	Methanosphaera cuniculi 1R-7	1	0
GCF_001729395.1	na	1860157	Methanosphaera sp. A6	A6	Contig	2016/09/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/395/GCF_001729395.1_ASM172939v1	Methanosphaera sp. A6	1	0
GCF_001729965.1	na	1561964	Methanosphaera sp. WGK6	WGK6	Contig	2016/09/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/965/GCF_001729965.1_ASM172996v1	Methanosphaera sp. WGK6	1	0
GCF_000012545.1	representative genome	339860	Methanosphaera stadtmanae DSM 3091	DSM 3091	Complete Genome	2006/01/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/545/GCF_000012545.1_ASM1254v1	Methanosphaera stadtmanae DSM 3091	4	1
GCF_000021965.1	representative genome	521011	Methanosphaerula palustris E1-9c	E1-9c	Complete Genome	2009/01/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/965/GCF_000021965.1_ASM2196v1	Methanosphaerula palustris E1-9c	4	1
GCF_000013445.1	representative genome	323259	Methanospirillum hungatei JF-1	JF-1	Complete Genome	2006/02/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/445/GCF_000013445.1_ASM1344v1	Methanospirillum hungatei JF-1	4	1
GCF_000145295.1	representative genome	79929	Methanothermobacter marburgensis str. Marburg	Marburg	Complete Genome	2010/08/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/295/GCF_000145295.1_ASM14529v1	Methanothermobacter marburgensis Marburg	4	1
GCF_000828575.1	na	866790	Methanothermobacter sp. CaT2	CaT2	Complete Genome	2012/12/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/575/GCF_000828575.1_ASM82857v1	Methanothermobacter sp. CaT2	4	0
GCF_000008645.1	representative genome	187420	Methanothermobacter thermautotrophicus str. Delta H	Delta H	Complete Genome	1999/12/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/645/GCF_000008645.1_ASM864v1	Methanothermobacter thermautotrophicus Delta H	4	1
GCF_900095815.1	representative genome	145261	Methanothermobacter wolfeii		Complete Genome	2016/12/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/815/GCF_900095815.1_SIV6	Methanothermobacter wolfeii	4	1
GCF_000179575.2	representative genome	647113	Methanothermococcus okinawensis IH1	IH1	Complete Genome	2011/06/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/575/GCF_000179575.2_ASM17957v2	Methanothermococcus okinawensis IH1	4	1
GCF_000376965.1	representative genome	523845	Methanothermococcus thermolithotrophicus DSM 2095	DSM 2095	Contig	2013/04/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/965/GCF_000376965.1_ASM37696v1	Methanothermococcus thermolithotrophicus DSM 2095	1	1
GCF_000166095.1	representative genome	523846	Methanothermus fervidus DSM 2088	DSM 2088	Complete Genome	2010/11/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/095/GCF_000166095.1_ASM16609v1	Methanothermus fervidus DSM 2088	4	1
GCF_000204415.1	representative genome	990316	Methanothrix soehngenii GP6	GP6	Complete Genome	2011/04/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/415/GCF_000204415.1_ASM20441v1	Methanothrix soehngenii GP6	4	1
GCF_000243455.1	representative genome	647171	Methanotorris formicicus Mc-S-70	Mc-S-70	Contig	2012/01/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/455/GCF_000243455.1_ASM24345v2	Methanotorris formicicus Mc-S-70	1	1
GCF_000214415.1	representative genome	880724	Methanotorris igneus Kol 5	Kol 5	Complete Genome	2011/05/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/415/GCF_000214415.1_ASM21441v1	Methanotorris igneus Kol 5	4	1
GCF_000711905.1	representative genome	1122233	Methermicoccus shengliensis DSM 18856	DSM 18856	Scaffold	2014/06/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/905/GCF_000711905.1_ASM71190v1	Methermicoccus shengliensis DSM 18856	2	1
GCF_000337535.1	na	1227491	Natrialba aegyptia DSM 13077	DSM 13077	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/535/GCF_000337535.1_ASM33753v1	Natrialba aegyptia DSM 13077	1	0
GCF_000337555.1	representative genome	29540	Natrialba asiatica DSM 12278	DSM 12278	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/555/GCF_000337555.1_ASM33755v1	Natrialba asiatica DSM 12278	1	1
GCF_000337135.1	na	1227492	Natrialba chahannaoensis JCM 10990	JCM 10990	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/135/GCF_000337135.1_ASM33713v1	Natrialba chahannaoensis JCM 10990	1	0
GCF_000337575.1	representative genome	1227493	Natrialba hulunbeirensis JCM 10989	JCM 10989	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/575/GCF_000337575.1_ASM33757v1	Natrialba hulunbeirensis JCM 10989	1	1
GCF_000025625.1	representative genome	547559	Natrialba magadii ATCC 43099	ATCC 43099	Complete Genome	2010/02/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/625/GCF_000025625.1_ASM2562v1	Natrialba magadii ATCC 43099	4	1
GCF_000337875.1	na	547559	Natrialba magadii ATCC 43099	MS-3	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/875/GCF_000337875.1_ASM33787v1	Natrialba magadii ATCC 43099 MS-3	1	0
GCF_001861355.1	na	1869245	Natrialba sp. SSL1	SSL1	Contig	2016/11/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/861/355/GCF_001861355.1_ASM186135v1	Natrialba sp. SSL1	1	0
GCF_000337595.1	na	1230458	Natrialba taiwanensis DSM 12281	DSM 12281	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/595/GCF_000337595.1_ASM33759v1	Natrialba taiwanensis DSM 12281	1	0
GCF_002156705.1	representative genome	1902251	Natrialbaceae archaeon JW/NM-HA 15	JW/NM-HA 15	Complete Genome	2017/05/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/705/GCF_002156705.1_ASM215670v1	Natrialbaceae archaeon JW/NM-HA 15	4	1
GCF_000731985.1	representative genome	222984	Natrinema altunense	AJ2	Contig	2014/07/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/731/985/GCF_000731985.1_ASM73198v1	Natrinema altunense AJ2	1	1
GCF_000337155.1	na	1227494	Natrinema altunense JCM 12890	JCM 12890	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/155/GCF_000337155.1_ASM33715v1	Natrinema altunense JCM 12890	1	0
GCF_002494345.1	na	373386	Natrinema ejinorense	JCM 13890	Contig	2017/10/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/494/345/GCF_002494345.1_ASM249434v1	Natrinema ejinorense JCM 13890	1	0
GCF_000337175.1	na	1230459	Natrinema gari JCM 14663	JCM 14663	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/175/GCF_000337175.1_ASM33717v1	Natrinema gari JCM 14663	1	0
GCF_000337615.1	na	1227495	Natrinema pallidum DSM 3751	DSM 3751	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/615/GCF_000337615.1_ASM33761v1	Natrinema pallidum DSM 3751	1	0
GCF_000230735.2	representative genome	797303	Natrinema pellirubrum DSM 15624	DSM 15624	Complete Genome	2012/12/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/735/GCF_000230735.2_ASM23073v3	Natrinema pellirubrum DSM 15624	4	1
GCF_900110865.1	representative genome	1186196	Natrinema salaciae	DSM 25055	Scaffold	2016/10/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/865/GCF_900110865.1_IMG-taxon_2639762573_annotated_assembly	Natrinema salaciae DSM 25055	2	1
GCF_002572525.1	na	1608465	Natrinema sp. CBA1119	CBA1119	Contig	2017/10/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/525/GCF_002572525.1_ASM257252v1	Natrinema sp. CBA1119	1	0
GCF_000493245.1	na	1172566	Natrinema sp. J7-1	J7-1	Contig	2013/06/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/245/GCF_000493245.1_Nat_J71	Natrinema sp. J7-1	1	0
GCF_000281695.1	na	406552	Natrinema sp. J7-2	J7-2	Complete Genome	2012/07/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/695/GCF_000281695.1_ASM28169v1	Natrinema sp. J7-2	4	0
GCF_000337195.1	representative genome	1227496	Natrinema versiforme JCM 10478	JCM 10478	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/195/GCF_000337195.1_ASM33719v1	Natrinema versiforme JCM 10478	1	1
GCF_900215575.1	na	558529	Natronoarchaeum philippinense	DSM 27208	Contig	2017/09/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/215/575/GCF_900215575.1_IMG-taxon_2728369221_annotated_assembly	Natronoarchaeum philippinense DSM 27208	1	0
GCF_000230715.2	representative genome	797304	Natronobacterium gregoryi SP2	SP2	Complete Genome	2012/12/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/715/GCF_000230715.2_ASM23071v3	Natronobacterium gregoryi SP2	4	1
GCF_900104065.1	na	1095778	Natronobacterium texcoconense	DSM 24767	Scaffold	2016/10/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/065/GCF_900104065.1_IMG-taxon_2636416047_annotated_assembly	Natronobacterium texcoconense DSM 24767	2	0
GCF_000337675.1	representative genome	1227497	Natronococcus amylolyticus DSM 10524	DSM 10524	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/675/GCF_000337675.1_ASM33767v1	Natronococcus amylolyticus DSM 10524	1	1
GCF_000337695.1	representative genome	1227498	Natronococcus jeotgali DSM 18795	DSM 18795	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/695/GCF_000337695.1_ASM33769v1	Natronococcus jeotgali DSM 18795	1	1
GCF_000328685.1	representative genome	694430	Natronococcus occultus SP4	SP4	Complete Genome	2012/12/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/685/GCF_000328685.1_ASM32868v1	Natronococcus occultus SP4	4	1
GCF_002177135.1	representative genome	253108	Natronolimnobius baerhuensis	CGMCC 1.3597	Contig	2017/06/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/177/135/GCF_002177135.1_ASM217713v1	Natronolimnobius baerhuensis CGMCC 1.3597	1	1
GCF_000337215.1	representative genome	1227499	Natronolimnobius innermongolicus JCM 12255	JCM 12255	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/215/GCF_000337215.1_ASM33721v1	Natronolimnobius innermongolicus JCM 12255	1	1
GCF_000591055.1	representative genome	268739	Natronomonas moolapensis 8.8.11	8.8.11	Complete Genome	2013/02/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/055/GCF_000591055.1_ASM59105v1	Natronomonas moolapensis 8.8.11	4	1
GCF_000026045.1	representative genome	348780	Natronomonas pharaonis DSM 2160	Gabara	Complete Genome	2005/09/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/045/GCF_000026045.1_ASM2604v1	Natronomonas pharaonis DSM 2160 Gabara	4	1
GCF_001950595.1	na	1906246	Natronomonas sp. CBA1134	CBA1134	Contig	2016/12/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/595/GCF_001950595.1_ASM195059v1	Natronomonas sp. CBA1134	1	0
GCF_000337715.1	representative genome	1227500	Natronorubrum bangense JCM 10635	JCM 10635	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/715/GCF_000337715.1_ASM33771v1	Natronorubrum bangense JCM 10635	1	1
GCF_900108095.1	na	640943	Natronorubrum sediminis	CGMCC 1.8981	Scaffold	2016/10/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/095/GCF_900108095.1_IMG-taxon_2617270925_annotated_assembly	Natronorubrum sediminis CGMCC 1.8981	2	0
GCF_000337735.1	representative genome	1230460	Natronorubrum sulfidifaciens JCM 14089	JCM 14089	Contig	2013/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/735/GCF_000337735.1_ASM33773v1	Natronorubrum sulfidifaciens JCM 14089	1	1
GCF_900100335.1	na	1095776	Natronorubrum texcoconense	B4,CECT 8067,JCM 17497	Contig	2016/10/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/335/GCF_900100335.1_IMG-taxon_2636416021_annotated_assembly	Natronorubrum texcoconense B4,CECT 8067,JCM 17497	1	0
GCF_900156475.1	representative genome	308853	Natronorubrum thiooxidans	type strain: HArc-	Scaffold	2017/01/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/475/GCF_900156475.1_IMG-taxon_2681812919_annotated_assembly	Natronorubrum thiooxidans type strain: HArc-	2	1
GCF_000383975.1	representative genome	1114856	Natronorubrum tibetense GA33	GA33	Scaffold	2013/04/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/975/GCF_000383975.1_ASM38397v1	Natronorubrum tibetense GA33	2	1
GCF_000328925.1	na	1027373	Nitrosopumilus sp. AR	AR	Contig	2012/12/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/925/GCF_000328925.1_NAR	Nitrosopumilus sp. AR	1	0
GCF_001541925.1	na	1776294	Nitrosopumilus sp. Nsub	Nsub	Contig	2016/01/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/541/925/GCF_001541925.1_ASM154192v1	Nitrosopumilus sp. Nsub	1	0
GCF_000328945.1	na	1027374	Nitrosopumilus sp. SJ	SJ	Contig	2012/12/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/945/GCF_000328945.1_NSJ	Nitrosopumilus sp. SJ	1	0
GCF_000698785.1	representative genome	926571	Nitrososphaera viennensis EN76	EN76	Complete Genome	2014/06/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/785/GCF_000698785.1_ASM69878v1	Nitrososphaera viennensis EN76	4	1
GCF_900143675.1	na	1499975	Nitrosotalea sp. Nd2		Contig	2017/11/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/675/GCF_900143675.1_Candidatus_Nitrosotalea_sinensis_Nd2_whole_genome	Nitrosotalea sp. Nd2	1	0
GCF_900167955.1	na	1903277	Nitrosotalea sp. SbT1		Scaffold	2017/11/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/167/955/GCF_900167955.1_ASM90016795v1	Nitrosotalea sp. SbT1	2	0
GCF_000966265.1	representative genome	588319	Palaeococcus ferrophilus DSM 13482	DSM 13482	Contig	2015/03/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/966/265/GCF_000966265.1_ASM96626v1	Palaeococcus ferrophilus DSM 13482	1	1
GCF_000725425.1	representative genome	1343739	Palaeococcus pacificus DY20341	DY20341	Complete Genome	2014/07/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/425/GCF_000725425.1_ASM72542v1	Palaeococcus pacificus DY20341	4	1
GCF_900176435.1	na	1122961	Picrophilus oshimae DSM 9789	DSM 9789	Contig	2017/04/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/435/GCF_900176435.1_IMG-taxon_2579779151_annotated_assembly	Picrophilus oshimae DSM 9789	1	0
GCF_000008265.1	representative genome	263820	Picrophilus torridus DSM 9790	DSM 9790	Complete Genome	2004/06/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/265/GCF_000008265.1_ASM826v1	Picrophilus torridus DSM 9790	4	1
GCF_000015205.1	na	384616	Pyrobaculum islandicum DSM 4184	DSM 4184	Complete Genome	2006/12/20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/205/GCF_000015205.1_ASM1520v1	Pyrobaculum islandicum DSM 4184	4	0
